meter_id,latitude,longitude,address,manufacturer,model,installation_date,status,quality_tier,firmware_version,meter_type,tariff_type,base_consumption,voltage_range,current_range,created_at,updated_at
SM000017,51.19749716627661,6.809936492820382,"Garden Street 954, Düsseldorf, Germany",Elster,Model-1950,2024-10-29T13:23:26.289996,ACTIVE,FAIR,1.3.7,industrial,time_of_use,21.080052107054474,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290005,2025-10-02T11:23:26.290007
SM000018,48.78212069016053,9.15869578873904,"Park Street 691, Stuttgart, Germany",ABB,Model-7297,2024-10-06T13:23:26.290013,ACTIVE,GOOD,5.0.5,industrial,time_of_use,9.213698693207558,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290021,2025-10-02T11:23:26.290023
SM000019,53.57084125396564,10.032153019286303,"Garden Street 251, Hamburg, Germany",ABB,Model-7370,2021-03-23T13:23:26.290029,INACTIVE,UNKNOWN,5.3.8,commercial,demand_response,3.216814681775288,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290038,2025-10-02T11:23:26.290040
SM000020,48.8031340937359,9.231598930043177,"Main Street 131, Stuttgart, Germany",ABB,Model-1870,2022-11-05T13:23:26.290045,ACTIVE,GOOD,5.0.6,residential,time_of_use,0.798080674698494,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290054,2025-10-02T11:23:26.290055
SM000021,53.50229515727595,10.001314883962198,"Park Street 576, Hamburg, Germany",Landis+Gyr,Model-7814,2017-05-06T13:23:26.290061,ACTIVE,EXCELLENT,2.7.9,residential,time_of_use,0.2433182364842345,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290069,2025-10-02T11:23:26.290071
SM000022,52.50554432495249,13.438865720762303,"Second Street 879, Berlin, Germany",Landis+Gyr,Model-9263,2017-08-16T13:23:26.290076,ACTIVE,EXCELLENT,1.7.7,residential,standard,1.974283421162545,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290085,2025-10-02T11:23:26.290086
SM000023,50.06164901101591,8.694639015324931,"Park Street 856, Frankfurt, Germany",ABB,Model-9730,2025-05-08T13:23:26.290093,ACTIVE,GOOD,1.3.7,residential,time_of_use,1.204299842324304,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290102,2025-10-02T11:23:26.290103
SM000024,48.766739576648796,9.196181130579298,"Second Street 177, Stuttgart, Germany",ABB,Model-8491,2024-09-12T13:23:26.290109,ACTIVE,GOOD,2.1.0,industrial,time_of_use,10.973634829044045,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290117,2025-10-02T11:23:26.290119
SM000025,51.21153663746067,6.805298407067029,"Main Street 829, Düsseldorf, Germany",Siemens,Model-6818,2021-03-12T13:23:26.290125,ACTIVE,EXCELLENT,5.3.7,industrial,standard,40.786888297460045,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290133,2025-10-02T11:23:26.290135
SM000026,51.22226935774111,6.806765527985891,"Park Street 504, Düsseldorf, Germany",Landis+Gyr,Model-9414,2015-10-09T13:23:26.290140,ACTIVE,FAIR,3.6.8,residential,demand_response,1.5177404878610827,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290150,2025-10-02T11:23:26.290151
SM000027,50.08332670766018,8.666934646876548,"First Street 101, Frankfurt, Germany",Landis+Gyr,Model-2960,2018-02-25T13:23:26.290156,ACTIVE,FAIR,5.7.5,residential,demand_response,1.2173218435682835,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290165,2025-10-02T11:23:26.290166
SM000028,50.1425736987836,8.683526466140387,"Second Street 89, Frankfurt, Germany",ABB,Model-4799,2017-03-25T13:23:26.290172,ACTIVE,FAIR,2.6.7,commercial,time_of_use,6.393592160009507,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290181,2025-10-02T11:23:26.290183
SM000029,48.767700168546035,9.14565412685239,"First Street 952, Stuttgart, Germany",Landis+Gyr,Model-3583,2019-03-13T13:23:26.290188,ACTIVE,EXCELLENT,2.6.7,residential,standard,0.7459792306867618,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290198,2025-10-02T11:23:26.290200
SM000030,53.54945499270553,9.95299545760953,"Garden Street 752, Hamburg, Germany",Landis+Gyr,Model-8165,2016-09-17T13:23:26.290206,INACTIVE,GOOD,3.1.4,commercial,time_of_use,8.272975147611408,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290216,2025-10-02T11:23:26.290217
SM000031,50.97242542058379,6.991718503034181,"First Street 686, Cologne, Germany",ABB,Model-9756,2022-07-05T13:23:26.290223,ACTIVE,EXCELLENT,3.5.0,residential,standard,0.89763999124313,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290233,2025-10-02T11:23:26.290234
SM000032,50.06682309580233,8.647532139962609,"Park Street 749, Frankfurt, Germany",Elster,Model-4806,2020-03-07T13:23:26.290240,ACTIVE,FAIR,5.1.7,industrial,standard,6.8022530076886145,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290249,2025-10-02T11:23:26.290250
SM000033,48.76755399946474,9.228843341623833,"Second Street 107, Stuttgart, Germany",Itron,Model-6298,2019-02-08T13:23:26.290258,FAULTY,EXCELLENT,4.8.2,industrial,standard,6.208286175171086,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290268,2025-10-02T11:23:26.290270
SM000034,50.953735449679805,6.964148966938813,"Main Street 96, Cologne, Germany",Landis+Gyr,Model-7371,2019-05-23T13:23:26.290276,ACTIVE,FAIR,2.9.2,residential,demand_response,1.7754324174452256,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290287,2025-10-02T11:23:26.290288
SM000035,51.26107408773849,6.765715361699575,"Park Street 78, Düsseldorf, Germany",Siemens,Model-2370,2023-09-24T13:23:26.290294,ACTIVE,GOOD,2.0.1,commercial,demand_response,1.9773299662707484,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290304,2025-10-02T11:23:26.290306
SM000036,50.91000019740312,6.976136432682399,"First Street 663, Cologne, Germany",Elster,Model-7765,2018-11-28T13:23:26.290311,INACTIVE,EXCELLENT,5.9.3,residential,time_of_use,0.3960475257971925,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290321,2025-10-02T11:23:26.290323
SM000037,48.72604711677306,9.138245022797825,"Park Street 95, Stuttgart, Germany",Siemens,Model-5001,2017-12-06T13:23:26.290328,ACTIVE,EXCELLENT,2.1.3,residential,time_of_use,0.67319947758181,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290336,2025-10-02T11:23:26.290338
SM000038,51.26295147819472,6.755075708835857,"First Street 747, Düsseldorf, Germany",Siemens,Model-1671,2020-01-15T13:23:26.290343,ACTIVE,EXCELLENT,1.6.0,residential,demand_response,0.12276248374390743,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290353,2025-10-02T11:23:26.290354
SM000039,52.53723666003258,13.398991786017742,"Park Street 839, Berlin, Germany",ABB,Model-7948,2016-07-15T13:23:26.290360,ACTIVE,FAIR,2.1.2,residential,standard,0.2595169527843869,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290368,2025-10-02T11:23:26.290370
SM000040,51.207030402847884,6.757118032699481,"First Street 646, Düsseldorf, Germany",Elster,Model-2979,2017-06-26T13:23:26.290376,ACTIVE,EXCELLENT,4.1.1,industrial,standard,15.336845114101088,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290385,2025-10-02T11:23:26.290386
SM000041,52.55771975075693,13.3643846763703,"Second Street 986, Berlin, Germany",Siemens,Model-2684,2017-07-30T13:23:26.290392,ACTIVE,FAIR,3.5.7,residential,standard,1.0297317857783839,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290403,2025-10-02T11:23:26.290404
SM000042,50.068201230079474,8.652523574740902,"Second Street 894, Frankfurt, Germany",Landis+Gyr,Model-3410,2022-05-25T13:23:26.290410,ACTIVE,GOOD,2.7.9,industrial,time_of_use,7.323443987985937,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290419,2025-10-02T11:23:26.290420
SM000043,50.072055490977704,8.684546442547985,"Garden Street 51, Frankfurt, Germany",Itron,Model-6748,2018-03-16T13:23:26.290427,ACTIVE,GOOD,4.0.2,industrial,demand_response,33.70076569210558,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290436,2025-10-02T11:23:26.290438
SM000044,51.505047015433895,7.486047809309956,"Main Street 177, Dortmund, Germany",Itron,Model-7211,2024-12-29T13:23:26.290444,INACTIVE,FAIR,5.7.5,commercial,standard,6.193122263212944,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290454,2025-10-02T11:23:26.290455
SM000045,48.087895295467064,11.585823418350362,"Park Street 747, Munich, Germany",Itron,Model-6601,2017-11-29T13:23:26.290461,ACTIVE,FAIR,1.6.1,commercial,time_of_use,5.809533079924641,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290471,2025-10-02T11:23:26.290473
SM000046,51.18605741756777,6.806211370394083,"Second Street 362, Düsseldorf, Germany",Elster,Model-8311,2022-09-13T13:23:26.290479,ACTIVE,GOOD,4.1.8,residential,time_of_use,1.8795125895708578,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290489,2025-10-02T11:23:26.290490
SM000047,48.143305519212305,11.552447633138055,"Garden Street 185, Munich, Germany",Elster,Model-5153,2024-08-11T13:23:26.290497,ACTIVE,GOOD,3.2.8,commercial,demand_response,2.500623143903561,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290507,2025-10-02T11:23:26.290508
SM000048,53.52163792086249,10.015394609062952,"Main Street 411, Hamburg, Germany",Siemens,Model-4201,2023-04-23T13:23:26.290514,ACTIVE,FAIR,3.3.5,commercial,demand_response,6.051518584612776,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290524,2025-10-02T11:23:26.290525
SM000049,48.15416179688407,11.594402545145758,"Garden Street 171, Munich, Germany",ABB,Model-5371,2018-03-01T13:23:26.290531,ACTIVE,FAIR,1.5.6,industrial,demand_response,16.602637180474566,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290541,2025-10-02T11:23:26.290542
SM000050,50.914489692269555,6.930772101673534,"Park Street 673, Cologne, Germany",Itron,Model-4926,2021-02-09T13:23:26.290548,ACTIVE,EXCELLENT,2.5.4,industrial,demand_response,17.286086107736093,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290559,2025-10-02T11:23:26.290560
SM000051,52.53272518606503,13.37337822037708,"Main Street 896, Berlin, Germany",ABB,Model-6983,2018-11-13T13:23:26.290566,ACTIVE,EXCELLENT,1.8.1,residential,time_of_use,0.3408309910601267,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290575,2025-10-02T11:23:26.290576
SM000052,51.1915814786827,6.796378170720842,"Second Street 845, Düsseldorf, Germany",Itron,Model-2887,2022-04-08T13:23:26.290582,ACTIVE,GOOD,4.0.7,commercial,standard,5.451548283721426,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290595,2025-10-02T11:23:26.290597
SM000053,52.48534075243435,13.429695535528257,"Garden Street 388, Berlin, Germany",ABB,Model-3015,2020-03-29T13:23:26.290606,ACTIVE,GOOD,4.0.5,commercial,demand_response,8.835979961210882,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290619,2025-10-02T11:23:26.290621
SM000054,51.230701392089735,6.779103404967335,"First Street 672, Düsseldorf, Germany",Elster,Model-4988,2020-03-02T13:23:26.290628,ACTIVE,FAIR,5.4.5,industrial,demand_response,48.07177215271177,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290639,2025-10-02T11:23:26.290640
SM000055,48.09374952286615,11.60745159759989,"Second Street 272, Munich, Germany",Itron,Model-8920,2016-08-30T13:23:26.290647,ACTIVE,FAIR,2.1.8,commercial,demand_response,1.6538193183651222,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290657,2025-10-02T11:23:26.290659
SM000056,52.545720895712996,13.451558411929861,"Main Street 927, Berlin, Germany",Itron,Model-6851,2021-07-12T13:23:26.290666,FAULTY,FAIR,3.5.5,industrial,standard,20.69562693028684,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290678,2025-10-02T11:23:26.290680
SM000057,50.95937823570302,6.941872588974686,"Main Street 363, Cologne, Germany",Itron,Model-7950,2025-06-21T13:23:26.290688,ACTIVE,GOOD,1.4.0,commercial,time_of_use,1.029360819632767,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290700,2025-10-02T11:23:26.290702
SM000058,50.10260922176717,8.638317161123448,"First Street 817, Frankfurt, Germany",ABB,Model-8703,2016-06-14T13:23:26.290710,ACTIVE,FAIR,4.7.2,commercial,demand_response,5.439939877059869,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290721,2025-10-02T11:23:26.290723
SM000059,48.174011233408315,11.606223215718195,"Garden Street 854, Munich, Germany",ABB,Model-1649,2017-11-15T13:23:26.290730,INACTIVE,EXCELLENT,5.1.0,industrial,time_of_use,35.22558919825393,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290742,2025-10-02T11:23:26.290744
SM000060,48.11499069045498,11.619493602339293,"Garden Street 302, Munich, Germany",Elster,Model-4785,2019-04-11T13:23:26.290752,ACTIVE,EXCELLENT,1.2.3,industrial,standard,37.37181372850617,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290764,2025-10-02T11:23:26.290766
SM000061,52.52790357094933,13.382922930017116,"Main Street 453, Berlin, Germany",ABB,Model-9374,2021-07-12T13:23:26.290773,ACTIVE,FAIR,3.3.5,industrial,time_of_use,32.56258620960081,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290784,2025-10-02T11:23:26.290786
SM000062,48.09780732800309,11.611515999064839,"First Street 788, Munich, Germany",Elster,Model-1136,2021-04-14T13:23:26.290793,ACTIVE,FAIR,2.2.0,commercial,time_of_use,2.9200122769031163,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290805,2025-10-02T11:23:26.290807
SM000063,50.935944137266304,7.001409626626116,"Garden Street 98, Cologne, Germany",Landis+Gyr,Model-4086,2017-11-02T13:23:26.290814,ACTIVE,GOOD,5.0.7,industrial,demand_response,30.413169652137434,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290825,2025-10-02T11:23:26.290827
SM000064,50.958998618692725,6.987815321055223,"Second Street 891, Cologne, Germany",Siemens,Model-4555,2017-10-27T13:23:26.290834,ACTIVE,EXCELLENT,1.1.4,industrial,demand_response,24.471601315118647,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290846,2025-10-02T11:23:26.290848
SM000065,50.89074626112995,6.941002790708662,"Park Street 632, Cologne, Germany",Siemens,Model-1452,2018-01-23T13:23:26.290857,INACTIVE,GOOD,4.8.6,commercial,time_of_use,8.849646287810495,"(220, 240)","(5, 30)",2025-10-02T11:23:26.290868,2025-10-02T11:23:26.290871
SM000066,51.49855188172747,7.4803020206566035,"Main Street 322, Dortmund, Germany",Siemens,Model-7973,2018-10-31T13:23:26.290878,ACTIVE,EXCELLENT,3.9.0,residential,demand_response,1.9765311903343612,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290890,2025-10-02T11:23:26.290892
SM000067,52.56385869702324,13.444261341840278,"Main Street 866, Berlin, Germany",ABB,Model-5402,2021-10-20T13:23:26.290899,ACTIVE,POOR,5.7.6,industrial,standard,33.75088038928389,"(220, 240)","(10, 100)",2025-10-02T11:23:26.290911,2025-10-02T11:23:26.290913
SM000068,50.15236358729975,8.694303870230206,"Garden Street 242, Frankfurt, Germany",Landis+Gyr,Model-8952,2017-12-12T13:23:26.290921,ACTIVE,EXCELLENT,1.4.7,residential,standard,0.23332370506664218,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290933,2025-10-02T11:23:26.290936
SM000069,48.10663873418833,11.58305057835922,"Garden Street 130, Munich, Germany",ABB,Model-6372,2022-04-07T13:23:26.290943,ACTIVE,EXCELLENT,1.2.8,residential,demand_response,1.377529751230254,"(220, 240)","(1, 15)",2025-10-02T11:23:26.290957,2025-10-02T11:23:26.290958
SM000070,52.51504695172736,13.423573921337551,"Second Street 664, Berlin, Germany",Elster,Model-7980,2021-05-03T13:23:26.291002,ACTIVE,FAIR,2.9.9,commercial,demand_response,3.145751217843008,"(220, 240)","(5, 30)",2025-10-02T11:23:26.291022,2025-10-02T11:23:26.291025
SM000071,50.9248213505774,6.988851110180883,"First Street 383, Cologne, Germany",Landis+Gyr,Model-2781,2024-10-25T13:23:26.291033,ACTIVE,GOOD,1.0.6,residential,demand_response,0.5674101733725093,"(220, 240)","(1, 15)",2025-10-02T11:23:26.291047,2025-10-02T11:23:26.291049
SM000072,48.11703073321114,11.588913583753476,"Park Street 403, Munich, Germany",Landis+Gyr,Model-6871,2021-03-18T13:23:26.291056,ACTIVE,EXCELLENT,2.3.9,residential,standard,0.1690523825269878,"(220, 240)","(1, 15)",2025-10-02T11:23:26.291067,2025-10-02T11:23:26.291069
SM000073,51.22974734044993,6.76955245749382,"Second Street 97, Düsseldorf, Germany",Landis+Gyr,Model-5983,2021-01-26T13:23:26.291077,ACTIVE,EXCELLENT,4.6.2,commercial,standard,5.652558194422554,"(220, 240)","(5, 30)",2025-10-02T11:23:26.291089,2025-10-02T11:23:26.291091
SM000074,51.54651698271361,7.429357333798603,"Second Street 775, Dortmund, Germany",Itron,Model-9540,2020-12-14T13:23:26.291098,ACTIVE,EXCELLENT,3.1.9,commercial,time_of_use,3.7653799520279607,"(220, 240)","(5, 30)",2025-10-02T11:23:26.291110,2025-10-02T11:23:26.291112
SM000075,48.13387744285367,11.544878193427955,"First Street 183, Munich, Germany",ABB,Model-2981,2022-03-11T13:23:26.291119,INACTIVE,UNKNOWN,3.7.9,residential,demand_response,1.889308954882333,"(220, 240)","(1, 15)",2025-10-02T11:23:26.291127,2025-10-02T11:23:26.291129
SM000076,52.49864249694366,13.450121160197284,"First Street 552, Berlin, Germany",Itron,Model-1038,2024-02-22T13:23:26.291134,ACTIVE,EXCELLENT,5.8.6,residential,time_of_use,0.9078766340632903,"(220, 240)","(1, 15)",2025-10-02T11:23:26.291144,2025-10-02T11:23:26.291145
SM000077,51.47836556025109,7.50830362894365,"Second Street 375, Dortmund, Germany",ABB,Model-6291,2020-12-20T13:23:26.291155,ACTIVE,EXCELLENT,3.7.2,industrial,demand_response,16.698952421732887,"(220, 240)","(10, 100)",2025-10-02T11:23:26.291166,2025-10-02T11:23:26.291168
SM000078,48.79530206133358,9.227794776431356,"Second Street 579, Stuttgart, Germany",Siemens,Model-4444,2025-06-13T13:23:26.291176,ACTIVE,GOOD,3.6.4,industrial,demand_response,43.9824813360167,"(220, 240)","(10, 100)",2025-10-02T11:23:26.291188,2025-10-02T11:23:26.291190
SM000079,52.49785894111488,13.381714089229952,"First Street 31, Berlin, Germany",Siemens,Model-3715,2020-09-24T13:23:26.291197,ACTIVE,EXCELLENT,1.9.1,commercial,standard,2.85110136814966,"(220, 240)","(5, 30)",2025-10-02T11:23:26.291209,2025-10-02T11:23:26.291211
SM000080,50.92973274428569,6.950693107737438,"Main Street 527, Cologne, Germany",ABB,Model-3352,2023-06-07T13:23:26.291217,ACTIVE,EXCELLENT,3.0.6,residential,demand_response,0.17049090647694895,"(220, 240)","(1, 15)",2025-10-02T11:23:26.291229,2025-10-02T11:23:26.291231
SM000081,51.2014279954029,6.788654717608282,"Park Street 46, Düsseldorf, Germany",Elster,Model-5870,2019-07-30T13:23:26.291254,ACTIVE,FAIR,2.6.5,residential,time_of_use,0.7793186450866684,"(220, 240)","(1, 15)",2025-10-02T11:23:26.291268,2025-10-02T11:23:26.291270
SM000082,53.543173622107645,9.956182140157736,"Garden Street 880, Hamburg, Germany",Itron,Model-5210,2017-01-03T13:23:26.291277,ACTIVE,FAIR,4.3.6,residential,standard,0.425989307637342,"(220, 240)","(1, 15)",2025-10-02T11:23:26.291288,2025-10-02T11:23:26.291290
SM000083,50.968251764888876,6.919079325938788,"Main Street 818, Cologne, Germany",Landis+Gyr,Model-3372,2018-04-12T13:23:26.291298,ACTIVE,EXCELLENT,2.1.5,residential,time_of_use,0.5177023145667615,"(220, 240)","(1, 15)",2025-10-02T11:23:26.291309,2025-10-02T11:23:26.291311
SM000084,48.08739100084166,11.58645570491092,"Park Street 628, Munich, Germany",ABB,Model-2849,2024-01-02T13:23:26.291319,ACTIVE,GOOD,4.5.6,residential,standard,0.5179959548003451,"(220, 240)","(1, 15)",2025-10-02T11:23:26.291331,2025-10-02T11:23:26.291333
SM000085,50.98216789124151,6.957536125730666,"Garden Street 303, Cologne, Germany",Itron,Model-9220,2024-03-13T13:23:26.291341,ACTIVE,EXCELLENT,3.9.6,industrial,demand_response,19.072866983100546,"(220, 240)","(10, 100)",2025-10-02T11:23:26.291352,2025-10-02T11:23:26.291354
SM000086,50.11132469345546,8.644417007425385,"First Street 727, Frankfurt, Germany",Elster,Model-1225,2017-02-18T13:23:26.291362,ACTIVE,EXCELLENT,4.4.6,residential,standard,1.093212627781187,"(220, 240)","(1, 15)",2025-10-02T11:23:26.291374,2025-10-02T11:23:26.291376
SM000087,52.47632735259119,13.358764121717774,"Park Street 245, Berlin, Germany",ABB,Model-9403,2015-11-13T13:23:26.291383,ACTIVE,EXCELLENT,5.9.0,commercial,time_of_use,9.080203031037424,"(220, 240)","(5, 30)",2025-10-02T11:23:26.291395,2025-10-02T11:23:26.291397
SM000088,51.23315253237016,6.733632834258885,"First Street 397, Düsseldorf, Germany",ABB,Model-3720,2023-04-04T13:23:26.291404,ACTIVE,EXCELLENT,5.9.3,commercial,time_of_use,5.170785333392595,"(220, 240)","(5, 30)",2025-10-02T11:23:26.291414,2025-10-02T11:23:26.291415
SM000089,50.08554172289524,8.643323887757242,"Main Street 830, Frankfurt, Germany",Siemens,Model-9831,2022-11-19T13:23:26.291422,ACTIVE,GOOD,1.6.8,commercial,time_of_use,8.740776508148093,"(220, 240)","(5, 30)",2025-10-02T11:23:26.291431,2025-10-02T11:23:26.291433
SM000090,48.766263870764895,9.138062400808387,"Second Street 639, Stuttgart, Germany",Siemens,Model-5201,2021-12-25T13:23:26.291439,ACTIVE,EXCELLENT,2.9.4,industrial,time_of_use,37.96031035804923,"(220, 240)","(10, 100)",2025-10-02T11:23:26.291449,2025-10-02T11:23:26.291450
SM000091,48.77868206567441,9.188306435607071,"Park Street 133, Stuttgart, Germany",ABB,Model-5905,2022-05-13T13:23:26.291456,ACTIVE,FAIR,2.0.9,industrial,standard,8.754416640774684,"(220, 240)","(10, 100)",2025-10-02T11:23:26.291465,2025-10-02T11:23:26.291466
